Metadata_Perturbation,Cell_Time,Metadata_broad_sample,mAP,adjusted_mAP
compound,A549_long,BRD-K16761703-001-03-8,1.0,0.6897261072261075
compound,A549_long,BRD-K16803204-001-01-6,1.0,0.6897261072261075
compound,A549_long,BRD-K16810791-001-01-0,1.0,0.6897261072261075
compound,A549_long,BRD-K17849083-001-32-9,0.8513888888888889,0.5411149961149964
compound,A549_long,BRD-K18131774-001-18-4,0.6659722222222222,0.35569832944832974
compound,A549_long,BRD-K18289362-001-02-2,0.4947089947089947,0.1844351019351022
compound,A549_long,BRD-K18895904-001-16-1,0.807936507936508,0.4976626151626154
compound,A549_long,BRD-K19227686-001-18-6,0.280885925562699,-0.029387967211193494
compound,A549_long,BRD-K19333160-001-01-3,1.0,0.6897261072261075
compound,A549_long,BRD-K19477839-001-07-6,0.6238603988603989,0.31358650608650634
compound,A549_long,BRD-K19975102-001-01-2,1.0,0.6897261072261075
compound,A549_long,BRD-K20093108-001-02-3,0.4881578947368421,0.1778840019629496
compound,A549_long,BRD-K20897876-001-11-8,0.21222508469791077,-0.09804880807598174
compound,A549_long,BRD-K20986415-001-02-6,1.0,0.6897261072261075
compound,A549_long,BRD-K21528677-001-04-4,1.0,0.6897261072261075
compound,A549_long,BRD-K21728777-001-02-3,1.0,0.6897261072261075
compound,A549_long,BRD-K22134346-001-22-3,0.8611111111111112,0.5508372183372185
compound,A549_long,BRD-K22149900-001-06-2,1.0,0.6897261072261075
compound,A549_long,BRD-K22482860-001-20-6,0.46111111111111114,0.15083721833721864
compound,A549_long,BRD-K23363278-001-02-1,1.0,0.7211727263998391
compound,A549_long,BRD-K23913458-001-20-7,0.36299603174603173,0.052722138972139246
compound,A549_long,BRD-K24282351-001-01-4,0.5317550505050506,0.221481157731158
compound,A549_long,BRD-K24283677-001-01-9,0.3479440698190698,0.037670177045177305
compound,A549_long,BRD-K24616672-003-20-1,0.6321428571428571,0.32186896436896467
compound,A549_long,BRD-K24696047-001-02-3,1.0,0.6897261072261075
compound,A549_long,BRD-K25243230-001-01-2,0.2665637025012025,-0.04371019027269001
compound,A549_long,BRD-K25244359-066-02-6,1.0,0.6897261072261075
compound,A549_long,BRD-K25311561-001-10-7,1.0,0.6897261072261075
compound,A549_long,BRD-K25412176-001-01-9,1.0,0.7211727263998391
compound,A549_long,BRD-K26439554-001-01-3,0.5426587301587301,0.23238483738483762
compound,A549_long,BRD-K26514105-001-01-7,0.30906337814232554,-0.001210514631566989
compound,A549_long,BRD-K26521938-001-07-2,0.4510695187165775,0.14079562594268502
compound,A549_long,BRD-K26970495-001-02-7,1.0,0.6897261072261075
compound,A549_long,BRD-K26989966-001-04-3,1.0,0.6897261072261075
compound,A549_long,BRD-K27539181-001-08-5,0.9097222222222222,0.5994483294483297
compound,A549_long,BRD-K28132190-001-02-0,1.0,0.6897261072261075
compound,A549_long,BRD-K29151923-001-01-5,0.25010819089766456,-0.06016570187622792
compound,A549_long,BRD-K29322660-001-01-9,0.5821428571428571,0.2718689643689646
compound,A549_long,BRD-K29530284-001-06-2,0.3297701493353667,0.019496256561474204
compound,A549_long,BRD-K29791386-001-01-8,0.2676718978189566,-0.042601994954935864
compound,A549_long,BRD-K29895144-001-01-0,1.0,0.6897261072261075
compound,A549_long,BRD-K30177383-001-01-0,0.2499286751737732,-0.060345217600119294
compound,A549_long,BRD-K31170746-001-01-6,0.6190476190476191,0.30877372627372657
compound,A549_long,BRD-K31476763-001-01-5,0.7311507936507936,0.4208769008769011
compound,A549_long,BRD-K32292990-001-03-6,0.7296626984126984,0.4193888056388059
compound,A549_long,BRD-K32730239-001-01-0,1.0,0.6897261072261075
compound,A549_long,BRD-K32821942-001-22-1,0.9583333333333333,0.6480594405594409
compound,A549_long,BRD-K33882852-003-02-8,0.9929846938775511,0.7141574202773902
compound,A549_long,BRD-K34581968-001-05-3,1.0,0.6897261072261075
compound,A549_long,BRD-K35498378-001-06-1,0.5874999999999999,0.2772261072261075
compound,A549_long,BRD-K36016295-001-05-2,1.0,0.6897261072261075
compound,A549_long,BRD-K36055864-001-20-0,1.0,0.6897261072261075
compound,A549_long,BRD-K36461289-001-05-8,0.7248015873015873,0.4145276945276948
compound,A549_long,BRD-K36574127-001-01-3,0.8093253968253968,0.49905150405150434
compound,A549_long,BRD-K36660044-001-24-2,0.5003066378066379,0.1900327450327453
compound,A549_long,BRD-K36740062-001-06-6,1.0,0.6897261072261075
compound,A549_long,BRD-K36927236-001-36-7,0.7666666666666666,0.45639277389277416
compound,A549_long,BRD-K37355418-236-01-6,0.8611111111111112,0.5508372183372185
compound,A549_long,BRD-K37385792-003-02-1,1.0,0.6897261072261075
compound,A549_long,BRD-K37602296-001-01-6,0.6843253968253968,0.37405150405150434
compound,A549_long,BRD-K37764012-001-03-3,0.43580938436429284,0.15698211076413193
compound,A549_long,BRD-K37864785-001-01-0,0.9666666666666667,0.6563927738927742
compound,A549_long,BRD-K38272302-001-02-7,1.0,0.6897261072261075
compound,A549_long,BRD-K38512030-001-01-7,0.4484126984126984,0.13813880563880587
compound,A549_long,BRD-K38775274-001-22-1,1.0,0.6897261072261075
compound,A549_long,BRD-K38852836-001-04-9,1.0,0.7211727263998391
compound,A549_long,BRD-K40109029-001-02-9,1.0,0.6897261072261075
compound,A549_long,BRD-K41599323-001-02-3,1.0,0.7211727263998391
compound,A549_long,BRD-K42191735-001-08-7,1.0,0.7211727263998391
compound,A549_long,BRD-K42352790-001-05-3,0.5204545454545454,0.21018065268065295
compound,A549_long,BRD-K43236057-001-07-1,1.0,0.6897261072261075
compound,A549_long,BRD-K43330982-001-02-3,1.0,0.6897261072261075
compound,A549_long,BRD-K43570081-001-02-4,1.0,0.6897261072261075
compound,A549_long,BRD-K44067360-001-29-5,0.8055555555555556,0.495281662781663
compound,A549_long,BRD-K44227013-001-08-0,1.0,0.6897261072261075
compound,A549_long,BRD-K44432556-001-05-5,0.6815476190476191,0.37127372627372657
compound,A549_long,BRD-K44771174-066-01-0,1.0,0.6897261072261075
compound,A549_long,BRD-K45293975-001-02-0,1.0,0.6897261072261075
compound,A549_long,BRD-K45746021-003-01-9,1.0,0.6897261072261075
compound,A549_long,BRD-K46625559-001-01-8,1.0,0.6897261072261075
compound,A549_long,BRD-K47049295-300-03-1,1.0,0.6897261072261075
compound,A549_long,BRD-K47557313-001-02-7,1.0,0.6897261072261075
compound,A549_long,BRD-K47598052-001-14-1,1.0,0.6897261072261075
compound,A549_long,BRD-K47738867-001-01-5,0.6148809523809524,0.30460705960705986
compound,A549_long,BRD-K47978074-001-03-2,0.4941558441558441,0.18388195138195165
compound,A549_long,BRD-K48278478-001-01-2,0.7875,0.4772261072261075
compound,A549_long,BRD-K48722258-300-11-0,0.7944444444444445,0.48417055167055195
compound,A549_long,BRD-K48830578-001-01-9,0.6079365079365079,0.2976626151626154
compound,A549_long,BRD-K49223707-001-01-0,0.7007936507936507,0.3905197580197583
compound,A549_long,BRD-K49350383-001-13-7,1.0,0.7211727263998391
compound,A549_long,BRD-K50055394-001-03-6,1.0,0.6897261072261075
compound,A549_long,BRD-K50199947-001-03-4,1.0,0.6897261072261075
compound,A549_long,BRD-K50398167-236-22-7,0.7440476190476191,0.43377372627372657
compound,A549_long,BRD-K50495309-001-02-0,1.0,0.6897261072261075
compound,A549_long,BRD-K50498985-001-03-3,0.8496031746031747,0.5393292818292821
compound,A549_long,BRD-K50720187-051-03-1,1.0,0.6897261072261075
compound,A549_long,BRD-K50836978-001-03-3,1.0,0.6897261072261075
compound,A549_long,BRD-K51265828-001-01-0,0.5579563696823758,0.24768247690848338
compound,A549_long,BRD-K51485109-001-01-4,0.6599287150757739,0.3496548223018814
compound,A549_long,BRD-K51662849-001-05-4,0.9305555555555556,0.6202816627816631
compound,A549_long,BRD-K51899933-001-02-6,1.0,0.6897261072261075
compound,A549_long,BRD-K52075715-001-06-7,1.0,0.6897261072261075
compound,A549_long,BRD-K52960356-001-13-0,0.9305555555555556,0.6202816627816631
compound,A549_long,BRD-K53061490-003-13-9,0.3646190478911067,0.05434515511721423
compound,A549_long,BRD-K53234107-001-01-6,1.0,0.6897261072261075
compound,A549_long,BRD-K53972329-001-01-3,1.0,0.6897261072261075
compound,A549_long,BRD-K54330070-001-19-6,1.0,0.6897261072261075
compound,A549_long,BRD-K55567017-001-12-3,1.0,0.6897261072261075
compound,A549_long,BRD-K55966568-001-09-6,0.9513888888888888,0.6411149961149964
compound,A549_long,BRD-K56740996-001-02-1,0.4771554834054834,0.16688159063159091
compound,A549_long,BRD-K56810756-003-07-7,0.2147295603783333,-0.0955443323955592
compound,A549_long,BRD-K57313110-001-06-8,0.5291666666666667,0.21889277389277415
compound,A549_long,BRD-K57708067-001-01-3,0.4847222222222222,0.17444832944832972
compound,A549_long,BRD-K58049875-001-03-9,1.0,0.6897261072261075
compound,A549_long,BRD-K58550667-001-08-7,1.0,0.7211727263998391
compound,A549_long,BRD-K59058747-001-19-1,0.6190476190476191,0.30877372627372657
compound,A549_long,BRD-K59325863-001-04-4,1.0,0.6897261072261075
compound,A549_long,BRD-K59632282-052-03-1,0.9791666666666666,0.6688927738927741
compound,A549_long,BRD-K59831625-001-03-9,1.0,0.6897261072261075
compound,A549_long,BRD-K60150510-001-15-6,0.4293387397210486,0.11906484694715606
compound,A549_long,BRD-K60476892-001-16-1,0.7,0.38972610722610745
compound,A549_long,BRD-K60659193-001-01-0,0.314484126984127,0.004210234210234469
compound,A549_long,BRD-K61250553-003-30-6,1.0,0.6897261072261075
compound,A549_long,BRD-K61397605-001-01-8,1.0,0.6897261072261075
compound,A549_long,BRD-K61642990-001-01-0,0.6574074074074073,0.3471335146335149
compound,A549_long,BRD-K61688984-001-02-9,1.0,0.6897261072261075
compound,A549_long,BRD-K61845293-300-01-9,1.0,0.6897261072261075
compound,A549_long,BRD-K61918008-001-07-1,0.9791666666666666,0.6688927738927741
compound,A549_long,BRD-K62810658-001-11-4,1.0,0.6897261072261075
compound,A549_long,BRD-K62949423-001-03-1,0.65625,0.3459761072261075
compound,A549_long,BRD-K63430059-001-16-4,0.4845359913838174,0.17426209860992495
compound,A549_long,BRD-K64034691-001-01-9,0.7722222222222221,0.4619483294483297
compound,A549_long,BRD-K64054020-001-02-7,0.42529761904761904,0.11502372627372655
compound,A549_long,BRD-K64800655-001-09-0,1.0,0.7211727263998391
compound,A549_long,BRD-K64890080-001-02-1,1.0,0.7211727263998391
compound,A549_long,BRD-K66430217-001-03-8,0.6784722222222221,0.3681983294483297
compound,A549_long,BRD-K66788707-001-14-3,1.0,0.6897261072261075
compound,A549_long,BRD-K67017579-001-28-1,0.594047619047619,0.28377372627372655
compound,A549_long,BRD-K67637637-003-11-8,0.5756944444444444,0.2654205516705519
compound,A549_long,BRD-K67915505-001-01-2,1.0,0.6897261072261075
compound,A549_long,BRD-K68143200-001-11-7,1.0,0.6897261072261075
compound,A549_long,BRD-K68164687-001-01-6,1.0,0.6897261072261075
compound,A549_long,BRD-K68567222-001-01-2,1.0,0.6897261072261075
compound,A549_long,BRD-K68982262-001-01-4,0.6476817042606516,0.33740781148675913
compound,A549_long,BRD-K69122748-001-10-1,0.6036706349206349,0.29339674214674244
compound,A549_long,BRD-K69877120-001-01-7,0.9208333333333333,0.6105594405594408
compound,A549_long,BRD-K70358946-001-17-3,0.8799603174603174,0.5696864246864249
compound,A549_long,BRD-K70463136-001-01-5,1.0,0.6897261072261075
compound,A549_long,BRD-K70586315-001-02-4,0.4780753968253968,0.1678015040515043
compound,A549_long,BRD-K70778732-003-27-5,0.7854166666666667,0.47514277389277415
compound,A549_long,BRD-K70821460-300-02-4,0.7479166666666667,0.4376427738927742
compound,A549_long,BRD-K71106091-001-09-5,1.0,0.6897261072261075
compound,A549_long,BRD-K72063794-003-01-0,0.7412367724867724,0.43096287971287994
compound,A549_long,BRD-K72726508-001-02-1,1.0,0.6897261072261075
compound,A549_long,BRD-K72815923-034-02-0,0.298013385472341,-0.01226050730155151
compound,A549_long,BRD-K73276278-305-01-1,1.0,0.6897261072261075
compound,A549_long,BRD-K73319509-001-08-0,0.7384920634920635,0.42821817071817103
compound,A549_long,BRD-K73789395-001-09-9,1.0,0.6897261072261075
compound,A549_long,BRD-K74514084-003-09-2,1.0,0.6897261072261075
compound,A549_long,BRD-K74913225-001-14-0,0.6155753968253967,0.3053015040515043
compound,A549_long,BRD-K75390981-300-04-9,0.8777777777777778,0.5675038850038853
compound,A549_long,BRD-K75748943-300-01-3,1.0,0.6897261072261075
compound,A549_long,BRD-K76037122-001-02-5,0.8551587301587301,0.5448848373848376
compound,A549_long,BRD-K76674262-001-03-3,1.0,0.6897261072261075
compound,A549_long,BRD-K76792669-001-08-1,0.33230380730380726,0.02202991452991479
compound,A549_long,BRD-K76908866-001-07-6,1.0,0.6897261072261075
compound,A549_long,BRD-K77060810-001-01-5,0.3344417020887609,0.024167809314868408
compound,A549_long,BRD-K77087341-001-02-4,0.49752886002886,0.1872549672549675
compound,A549_long,BRD-K77220725-003-01-5,1.0,0.6897261072261075
compound,A549_long,BRD-K77627880-001-04-0,1.0,0.6897261072261075
compound,A549_long,BRD-K78122587-300-04-3,1.0,0.6897261072261075
compound,A549_long,BRD-K78126613-001-27-7,1.0,0.6897261072261075
compound,A549_long,BRD-K78692225-001-24-5,1.0,0.6897261072261075
compound,A549_long,BRD-K80451230-051-02-6,0.59105777263672,0.2807838798628275
compound,A549_long,BRD-K80666802-003-01-0,1.0,0.6897261072261075
compound,A549_long,BRD-K80935598-001-01-1,1.0,0.6897261072261075
compound,A549_long,BRD-K80970344-201-08-6,1.0,0.6897261072261075
compound,A549_long,BRD-K81197548-003-01-4,1.0,0.6897261072261075
compound,A549_long,BRD-K81405859-300-01-4,1.0,0.6897261072261075
compound,A549_long,BRD-K81801188-001-02-8,1.0,0.6897261072261075
compound,A549_long,BRD-K82818427-001-04-8,1.0,0.6897261072261075
compound,A549_long,BRD-K83896451-001-06-7,0.6782828282828283,0.36800893550893576
compound,A549_long,BRD-K84266862-001-03-2,0.5303571428571429,0.22008325008325036
compound,A549_long,BRD-K84783599-001-01-0,0.4218013468013468,0.11152745402745429
compound,A549_long,BRD-K86525559-001-07-8,1.0,0.7211727263998391
compound,A549_long,BRD-K86930074-001-05-0,1.0,0.6897261072261075
compound,A549_long,BRD-K87158025-003-08-7,0.7643849206349206,0.4541110278610281
compound,A549_long,BRD-K87632963-001-03-0,1.0,0.6897261072261075
compound,A549_long,BRD-K87691185-001-01-2,0.5344589438339439,0.22418505106005132
compound,A549_long,BRD-K87782578-001-01-4,1.0,0.6897261072261075
compound,A549_long,BRD-K89517477-001-01-4,1.0,0.6897261072261075
compound,A549_long,BRD-K90497590-001-05-9,1.0,0.6897261072261075
compound,A549_long,BRD-K90747162-001-01-4,1.0,0.6897261072261075
compound,A549_long,BRD-K91188791-001-17-5,1.0,0.6897261072261075
compound,A549_long,BRD-K91283740-003-01-6,1.0,0.6897261072261075
compound,A549_long,BRD-K91370081-001-25-1,1.0,0.6897261072261075
compound,A549_long,BRD-K91456750-001-01-9,0.4506132756132756,0.1403393828393831
compound,A549_long,BRD-K91535048-001-01-2,1.0,0.6897261072261075
compound,A549_long,BRD-K91543828-001-02-0,0.6523809523809524,0.3421070596070599
compound,A549_long,BRD-K91822704-003-07-2,0.5920954045954046,0.28182151182151205
compound,A549_long,BRD-K91825936-001-03-9,0.9791666666666666,0.6688927738927741
compound,A549_long,BRD-K92049597-001-20-8,0.9791666666666666,0.6688927738927741
compound,A549_long,BRD-K93632104-001-17-2,0.53125,0.2209761072261075
compound,A549_long,BRD-K93779381-001-01-9,1.0,0.6897261072261075
compound,A549_long,BRD-K93788137-001-04-1,1.0,0.6897261072261075
compound,A549_long,BRD-K93942811-001-01-3,1.0,0.6897261072261075
compound,A549_long,BRD-K94342292-001-01-3,1.0,0.6897261072261075
compound,A549_long,BRD-K94863486-001-02-2,0.3216169694605786,0.011343076686686104
compound,A549_long,BRD-K95785537-001-22-3,1.0,0.6897261072261075
compound,A549_long,BRD-K97010173-001-04-1,1.0,0.6897261072261075
compound,A549_long,BRD-K97072811-001-11-4,1.0,0.6897261072261075
compound,A549_long,BRD-K97091514-001-11-4,0.8088383838383838,0.4985644910644913
compound,A549_long,BRD-K97181089-003-24-7,1.0,0.6897261072261075
compound,A549_long,BRD-K98357249-001-02-9,0.1337387975780833,-0.1765350951958092
compound,A549_long,BRD-K98763141-001-30-8,0.670436507936508,0.36016261516261544
compound,A549_long,BRD-K99616396-316-05-3,1.0,0.6897261072261075
compound,A549_short,BRD-A00827783-001-24-6,0.32422621095221715,0.013952318178324645
compound,A549_short,BRD-A01078468-001-14-8,0.4598710317460317,0.14959713897213922
compound,A549_short,BRD-A07207424-001-14-0,0.4121121933621934,0.10183830058830087
compound,A549_short,BRD-A08187463-001-12-9,0.5259920634920634,0.21571817071817095
compound,A549_short,BRD-A09722536-002-18-0,0.22401908171595078,-0.08625481105794172
compound,A549_short,BRD-A10188456-001-04-9,0.697481684981685,0.3872077922077925
compound,A549_short,BRD-A10739734-003-09-8,0.2965267321245582,-0.013747160649334289
compound,A549_short,BRD-A15397381-001-02-5,0.1296193079462629,-0.1806545848276296
compound,A549_short,BRD-A18763547-300-06-3,1.0,0.6897261072261075
compound,A549_short,BRD-A18992208-003-02-7,0.5367063492063492,0.22643245643245669
compound,A549_short,BRD-A20697603-001-07-2,0.9791666666666666,0.6688927738927741
compound,A549_short,BRD-A22032524-074-09-9,0.6223459289248763,0.3120720361509838
compound,A549_short,BRD-A22713669-001-04-3,0.7520833333333333,0.4418094405594408
compound,A549_short,BRD-A23124853-001-01-4,1.0,0.6897261072261075
compound,A549_short,BRD-A24122750-001-03-7,0.1870640689719637,-0.1232098238019288
compound,A549_short,BRD-A25569250-001-03-3,1.0,0.6897261072261075
compound,A549_short,BRD-A30815329-001-12-1,0.9097222222222222,0.5994483294483297
compound,A549_short,BRD-A31564021-001-02-6,0.13786483564620905,-0.17240905712768345
compound,A549_short,BRD-A36217750-001-16-3,0.17237750172532781,-0.1378963910485647
compound,A549_short,BRD-A37704979-001-12-3,1.0,0.6897261072261075
compound,A549_short,BRD-A43005764-003-01-5,1.0,0.6897261072261075
compound,A549_short,BRD-A48180038-003-24-3,0.3900005292265354,0.07972663645264291
compound,A549_short,BRD-A51831848-001-01-7,0.07997675409936232,-0.23029713867453017
compound,A549_short,BRD-A54139254-001-09-2,0.29148778100983985,-0.01878611176405267
compound,A549_short,BRD-A58048407-001-20-4,0.3669024614676788,0.05662856869378634
compound,A549_short,BRD-A63310107-001-04-8,0.1388842610987487,-0.1713896316751438
compound,A549_short,BRD-A63444178-001-01-5,0.6225694444444445,0.31229555167055195
compound,A549_short,BRD-A64173453-015-03-1,0.18724839294692236,-0.12302549982697014
compound,A549_short,BRD-A65597028-003-08-1,0.1401628114863409,-0.1701110812875516
compound,A549_short,BRD-A69636825-003-04-7,0.3388705943466005,0.02859670157270803
compound,A549_short,BRD-A69651145-003-11-4,0.10892440344115654,-0.20134948933273594
compound,A549_short,BRD-A72351335-001-04-5,0.7025641025641025,0.39229020979021006
compound,A549_short,BRD-A72483914-001-03-7,0.5053736772486772,0.1950997844747847
compound,A549_short,BRD-A72767275-003-01-6,0.4801587301587301,0.16988483738483764
compound,A549_short,BRD-A74391928-051-03-9,0.6277677133655394,0.31749382059164694
compound,A549_short,BRD-A82396632-008-30-8,0.4811355311355311,0.17086163836163862
compound,A549_short,BRD-A83029242-001-06-1,0.6451388888888889,0.33486499611499637
compound,A549_short,BRD-A84687895-001-03-2,0.5610576923076923,0.2507837995337998
compound,A549_short,BRD-A85242401-001-11-5,0.5507936507936508,0.24051975801975828
compound,A549_short,BRD-A86665761-001-01-1,0.4528998778998779,0.1426259851259854
compound,A549_short,BRD-A89164055-001-03-3,0.36049182299182303,0.0502179302179305
compound,A549_short,BRD-A91008255-003-24-8,0.8847222222222222,0.5744483294483297
compound,A549_short,BRD-A91822151-001-05-0,0.38168116605616603,0.07140727328227353
compound,A549_short,BRD-A93477898-001-04-2,0.22927754435107375,-0.08099634842281875
compound,A549_short,BRD-A99888680-001-05-3,0.3016471953971954,-0.008626697376697093
compound,A549_short,BRD-K00259736-001-16-4,1.0,0.6897261072261075
compound,A549_short,BRD-K01666412-001-02-0,0.3773661387631976,0.06709224598930508
compound,A549_short,BRD-K01824976-300-02-9,1.0,0.6897261072261075
compound,A549_short,BRD-K01825589-310-02-9,0.08949738127369707,-0.22077651150019542
compound,A549_short,BRD-K01825660-322-01-9,0.1848377075121261,-0.1254361852617664
compound,A549_short,BRD-K01825690-065-01-9,0.25768854987604983,-0.052585342897842634
compound,A549_short,BRD-K01826724-003-07-9,0.37134936319718925,0.06107547042329678
