Metadata_Perturbation,Cell_Time,Metadata_broad_sample,mAP,adjusted_mAP
compound,A549_long,BRD-A85242401-001-11-5,0.5176587301587301,0.2206376956376958
compound,A549_long,BRD-A86665761-001-01-1,0.9180555555555555,0.6210345210345212
compound,A549_long,BRD-A89164055-001-03-3,0.5497863247863247,0.25276529026529043
compound,A549_long,BRD-A91008255-003-24-8,1.0,0.7029789654789657
compound,A549_long,BRD-A91822151-001-05-0,0.638095238095238,0.3410742035742037
compound,A549_long,BRD-A93477898-001-04-2,0.5027777777777778,0.20575674325674348
compound,A549_long,BRD-A99888680-001-05-3,0.5095368629908104,0.212515828469776
compound,A549_long,BRD-K00259736-001-16-4,1.0,0.7029789654789657
compound,A549_long,BRD-K01666412-001-02-0,0.3966833955804544,0.09966236105942004
compound,A549_long,BRD-K01824976-300-02-9,1.0,0.7029789654789657
compound,A549_long,BRD-K01825589-310-02-9,0.25421715847052445,-0.042803876050509906
compound,A549_long,BRD-K01825660-322-01-9,0.332392814300709,0.03537177977967467
compound,A549_long,BRD-K01825690-065-01-9,0.8013888888888888,0.5043678543678545
compound,A549_long,BRD-K01826724-003-07-9,0.4558048433048433,0.15878380878380893
compound,A549_long,BRD-K02490038-236-03-8,0.2758616710087298,-0.021159363512304512
compound,A549_long,BRD-K02554563-001-01-6,0.9791666666666666,0.6821456321456323
compound,A549_long,BRD-K03109492-001-02-2,1.0,0.7029789654789657
compound,A549_long,BRD-K03155172-001-03-0,0.4519570707070707,0.15493603618603635
compound,A549_long,BRD-K03406345-001-21-1,0.9999999999999998,0.7180411596263974
compound,A549_long,BRD-K03601870-001-01-2,1.0,0.7029789654789657
compound,A549_long,BRD-K04210847-001-21-9,0.9791666666666666,0.6821456321456323
compound,A549_long,BRD-K05531427-001-01-7,1.0,0.7029789654789657
compound,A549_long,BRD-K05878375-236-05-7,0.9249999999999999,0.6279789654789656
compound,A549_long,BRD-K06426971-001-02-7,1.0,0.7029789654789657
compound,A549_long,BRD-K06674495-334-04-0,1.0,0.7029789654789657
compound,A549_long,BRD-K06890060-001-09-1,0.38659835534835535,0.08957732082732099
compound,A549_long,BRD-K07442505-001-03-6,0.75,0.45297896547896566
compound,A549_long,BRD-K07762753-001-05-1,1.0,0.7029789654789657
compound,A549_long,BRD-K07881437-001-03-8,0.9999999999999998,0.7180411596263974
compound,A549_long,BRD-K08893438-001-06-4,0.4508775946275946,0.15385656010656026
compound,A549_long,BRD-K08953028-001-09-6,1.0,0.7029789654789657
compound,A549_long,BRD-K09143580-001-01-0,1.0,0.7029789654789657
compound,A549_long,BRD-K09295674-001-09-8,1.0,0.7029789654789657
compound,A549_long,BRD-K09338665-001-08-9,0.44613095238095235,0.14910991785991803
compound,A549_long,BRD-K09787262-001-02-7,0.5751225490196078,0.2781015144985735
compound,A549_long,BRD-K10670311-001-17-1,0.8624999999999999,0.5654789654789656
compound,A549_long,BRD-K10843433-001-23-5,0.7074494949494949,0.4104284604284606
compound,A549_long,BRD-K11558771-001-13-9,1.0,0.7029789654789657
compound,A549_long,BRD-K11796549-001-05-2,0.5791463507252981,0.28212531620426373
compound,A549_long,BRD-K12102668-001-25-5,0.452281746031746,0.1552607115107117
compound,A549_long,BRD-K12502280-001-11-4,1.0,0.7029789654789657
compound,A549_long,BRD-K13094524-001-04-2,1.0,0.7029789654789657
compound,A549_long,BRD-K13533483-001-16-2,1.0,0.7029789654789657
compound,A549_long,BRD-K14560436-001-01-4,1.0,0.7029789654789657
compound,A549_long,BRD-K14681867-001-01-6,0.7222222222222222,0.42520118770118787
compound,A549_long,BRD-K15179513-001-04-2,1.0,0.7029789654789657
compound,A549_long,BRD-K15502390-001-20-9,0.49722222222222223,0.2002011877011879
compound,A549_long,BRD-K15819326-001-01-6,1.0,0.7029789654789657
compound,A549_long,BRD-K16444452-001-09-1,0.7583333333333333,0.46131229881229896
compound,A549_long,BRD-K16472653-001-01-6,0.9791666666666666,0.6821456321456323
compound,A549_long,BRD-K16542329-001-16-8,0.8291666666666666,0.5321456321456323
compound,A549_long,BRD-K16730910-001-07-3,1.0,0.7029789654789657
compound,A549_long,BRD-K16761703-001-03-8,1.0,0.7029789654789657
compound,A549_long,BRD-K16803204-001-01-6,1.0,0.7029789654789657
compound,A549_long,BRD-K16810791-001-01-0,1.0,0.7029789654789657
compound,A549_long,BRD-K17849083-001-32-9,0.8513888888888889,0.5543678543678545
compound,A549_long,BRD-K18131774-001-18-4,0.6659722222222222,0.3689511877011879
compound,A549_long,BRD-K18289362-001-02-2,0.4947089947089947,0.19768796018796037
compound,A549_long,BRD-K18895904-001-16-1,0.8079365079365078,0.5109154734154735
compound,A549_long,BRD-K19227686-001-18-6,0.280885925562699,-0.016135108958335337
compound,A549_long,BRD-K19333160-001-01-3,1.0,0.7029789654789657
compound,A549_long,BRD-K19477839-001-07-6,0.6238603988603988,0.3268393643393645
compound,A549_long,BRD-K19975102-001-01-2,1.0,0.7029789654789657
compound,A549_long,BRD-K20093108-001-02-3,0.48815789473684207,0.19113686021580772
compound,A549_long,BRD-K20897876-001-11-8,0.21222508469791077,-0.08479594982312358
compound,A549_long,BRD-K20986415-001-02-6,1.0,0.7029789654789657
compound,A549_long,BRD-K21528677-001-04-4,1.0,0.7029789654789657
compound,A549_long,BRD-K21728777-001-02-3,1.0,0.7029789654789657
compound,A549_long,BRD-K22134346-001-22-3,0.8611111111111112,0.5640900765900767
compound,A549_long,BRD-K22149900-001-06-2,1.0,0.7029789654789657
compound,A549_long,BRD-K22482860-001-20-6,0.46111111111111114,0.1640900765900768
compound,A549_long,BRD-K23363278-001-02-1,0.9999999999999998,0.7180411596263974
compound,A549_long,BRD-K23913458-001-20-7,0.36299603174603173,0.0659749972249974
compound,A549_long,BRD-K24282351-001-01-4,0.5317550505050506,0.23473401598401616
compound,A549_long,BRD-K24283677-001-01-9,0.3479440698190698,0.05092303529803546
compound,A549_long,BRD-K24616672-003-20-1,0.6321428571428571,0.3351218226218228
compound,A549_long,BRD-K24696047-001-02-3,1.0,0.7029789654789657
compound,A549_long,BRD-K25243230-001-01-2,0.26656370250120254,-0.03045733201983184
compound,A549_long,BRD-K25244359-066-02-6,1.0,0.7029789654789657
compound,A549_long,BRD-K25311561-001-10-7,1.0,0.7029789654789657
compound,A549_long,BRD-K25412176-001-01-9,0.9999999999999998,0.7180411596263974
compound,A549_long,BRD-K26439554-001-01-3,0.5426587301587301,0.2456376956376958
compound,A549_long,BRD-K26514105-001-01-7,0.30906337814232554,0.012042343621291168
compound,A549_long,BRD-K26521938-001-07-2,0.4510695187165775,0.15404848419554318
compound,A549_long,BRD-K26970495-001-02-7,1.0,0.7029789654789657
compound,A549_long,BRD-K26989966-001-04-3,1.0,0.7029789654789657
compound,A549_long,BRD-K27539181-001-08-5,0.9097222222222222,0.6127011877011879
compound,A549_long,BRD-K28132190-001-02-0,1.0,0.7029789654789657
compound,A549_long,BRD-K29151923-001-01-5,0.25010819089766456,-0.046912843623369775
compound,A549_long,BRD-K29322660-001-01-9,0.5821428571428572,0.28512182262182284
compound,A549_long,BRD-K29530284-001-06-2,0.32977014933536675,0.03274911481433238
compound,A549_long,BRD-K29791386-001-01-8,0.2676718978189566,-0.029349136702077706
compound,A549_long,BRD-K29895144-001-01-0,1.0,0.7029789654789657
compound,A549_long,BRD-K30177383-001-01-0,0.2499286751737732,-0.04709235934726114
compound,A549_long,BRD-K31170746-001-01-6,0.6190476190476191,0.3220265845265847
compound,A549_long,BRD-K31476763-001-01-5,0.7311507936507936,0.43412975912975926
compound,A549_long,BRD-K32292990-001-03-6,0.7296626984126984,0.4326416638916641
compound,A549_long,BRD-K32730239-001-01-0,1.0,0.7029789654789657
compound,A549_long,BRD-K32821942-001-22-1,0.9583333333333333,0.6613122988122989
compound,A549_long,BRD-K33882852-003-02-8,0.9929846938775508,0.7110258535039484
compound,A549_long,BRD-K34581968-001-05-3,1.0,0.7029789654789657
compound,A549_long,BRD-K35498378-001-06-1,0.5874999999999999,0.2904789654789656
compound,A549_long,BRD-K36016295-001-05-2,1.0,0.7029789654789657
compound,A549_long,BRD-K36055864-001-20-0,1.0,0.7029789654789657
compound,A549_long,BRD-K36461289-001-05-8,0.7248015873015873,0.42778055278055294
compound,A549_long,BRD-K36574127-001-01-3,0.8093253968253968,0.5123043623043625
compound,A549_long,BRD-K36660044-001-24-2,0.5003066378066379,0.20328560328560347
compound,A549_long,BRD-K36740062-001-06-6,1.0,0.7029789654789657
compound,A549_long,BRD-K36927236-001-36-7,0.7666666666666666,0.4696456321456323
compound,A549_long,BRD-K37355418-236-01-6,0.8611111111111112,0.5640900765900767
compound,A549_long,BRD-K37385792-003-02-1,1.0,0.7029789654789657
compound,A549_long,BRD-K37602296-001-01-6,0.6843253968253968,0.3873043623043625
compound,A549_long,BRD-K37764012-001-03-3,0.43580938436429284,0.15385054399069042
compound,A549_long,BRD-K37864785-001-01-0,0.9666666666666667,0.6696456321456323
compound,A549_long,BRD-K38272302-001-02-7,1.0,0.7029789654789657
compound,A549_long,BRD-K38512030-001-01-7,0.44841269841269843,0.15139166389166409
compound,A549_long,BRD-K38775274-001-22-1,1.0,0.7029789654789657
compound,A549_long,BRD-K38852836-001-04-9,0.9999999999999998,0.7180411596263974
compound,A549_long,BRD-K40109029-001-02-9,1.0,0.7029789654789657
compound,A549_long,BRD-K41599323-001-02-3,0.9999999999999998,0.7180411596263974
compound,A549_long,BRD-K42191735-001-08-7,0.9999999999999998,0.7180411596263974
compound,A549_long,BRD-K42352790-001-05-3,0.5204545454545455,0.2234335109335111
compound,A549_long,BRD-K43236057-001-07-1,1.0,0.7029789654789657
compound,A549_long,BRD-K43330982-001-02-3,1.0,0.7029789654789657
compound,A549_long,BRD-K43570081-001-02-4,1.0,0.7029789654789657
compound,A549_long,BRD-K44067360-001-29-5,0.8055555555555556,0.5085345210345211
compound,A549_long,BRD-K44227013-001-08-0,1.0,0.7029789654789657
compound,A549_long,BRD-K44432556-001-05-5,0.6815476190476191,0.3845265845265847
compound,A549_long,BRD-K44771174-066-01-0,1.0,0.7029789654789657
compound,A549_long,BRD-K45293975-001-02-0,1.0,0.7029789654789657
compound,A549_long,BRD-K45746021-003-01-9,1.0,0.7029789654789657
compound,A549_long,BRD-K46625559-001-01-8,1.0,0.7029789654789657
compound,A549_long,BRD-K47049295-300-03-1,1.0,0.7029789654789657
compound,A549_long,BRD-K47557313-001-02-7,1.0,0.7029789654789657
compound,A549_long,BRD-K47598052-001-14-1,1.0,0.7029789654789657
compound,A549_long,BRD-K47738867-001-01-5,0.6148809523809524,0.317859917859918
compound,A549_long,BRD-K47978074-001-03-2,0.4941558441558441,0.1971348096348098
compound,A549_long,BRD-K48278478-001-01-2,0.7875,0.49047896547896563
compound,A549_long,BRD-K48722258-300-11-0,0.7944444444444445,0.4974234099234101
compound,A549_long,BRD-K48830578-001-01-9,0.607936507936508,0.3109154734154736
compound,A549_long,BRD-K49223707-001-01-0,0.7007936507936507,0.40377261627261646
compound,A549_long,BRD-K49350383-001-13-7,0.9999999999999998,0.7180411596263974
compound,A549_long,BRD-K50055394-001-03-6,1.0,0.7029789654789657
compound,A549_long,BRD-K50199947-001-03-4,1.0,0.7029789654789657
compound,A549_long,BRD-K50398167-236-22-7,0.7440476190476191,0.44702658452658467
compound,A549_long,BRD-K50495309-001-02-0,1.0,0.7029789654789657
compound,A549_long,BRD-K50498985-001-03-3,0.8496031746031747,0.5525821400821402
compound,A549_long,BRD-K50720187-051-03-1,1.0,0.7029789654789657
compound,A549_long,BRD-K50836978-001-03-3,1.0,0.7029789654789657
compound,A549_long,BRD-K51265828-001-01-0,0.5579563696823758,0.2609353351613415
compound,A549_long,BRD-K51485109-001-01-4,0.6599287150757738,0.3629076805547395
compound,A549_long,BRD-K51662849-001-05-4,0.9305555555555556,0.6335345210345212
compound,A549_long,BRD-K51899933-001-02-6,1.0,0.7029789654789657
compound,A549_long,BRD-K52075715-001-06-7,1.0,0.7029789654789657
compound,A549_long,BRD-K52960356-001-13-0,0.9305555555555556,0.6335345210345211
compound,A549_long,BRD-K53061490-003-13-9,0.3646190478911067,0.06759801337007239
compound,A549_long,BRD-K53234107-001-01-6,1.0,0.7029789654789657
compound,A549_long,BRD-K53972329-001-01-3,1.0,0.7029789654789657
compound,A549_long,BRD-K54330070-001-19-6,1.0,0.7029789654789657
compound,A549_long,BRD-K55567017-001-12-3,1.0,0.7029789654789657
compound,A549_long,BRD-K55966568-001-09-6,0.9513888888888888,0.6543678543678546
compound,A549_long,BRD-K56740996-001-02-1,0.4771554834054834,0.18013444888444907
compound,A549_long,BRD-K56810756-003-07-7,0.2147295603783333,-0.08229147414270105
compound,A549_long,BRD-K57313110-001-06-8,0.5291666666666667,0.23214563214563233
compound,A549_long,BRD-K57708067-001-01-3,0.4847222222222222,0.18770118770118788
compound,A549_long,BRD-K58049875-001-03-9,1.0,0.7029789654789657
compound,A549_long,BRD-K58550667-001-08-7,0.9999999999999998,0.7180411596263974
compound,A549_long,BRD-K59058747-001-19-1,0.6190476190476191,0.3220265845265847
compound,A549_long,BRD-K59325863-001-04-4,1.0,0.7029789654789657
compound,A549_long,BRD-K59632282-052-03-1,0.9791666666666666,0.6821456321456323
compound,A549_long,BRD-K59831625-001-03-9,1.0,0.7029789654789657
compound,A549_long,BRD-K60150510-001-15-6,0.4293387397210486,0.1323177052000142
compound,A549_long,BRD-K60476892-001-16-1,0.7,0.4029789654789656
compound,A549_long,BRD-K60659193-001-01-0,0.314484126984127,0.017463092463092626
compound,A549_long,BRD-K61250553-003-30-6,1.0,0.7029789654789657
compound,A549_long,BRD-K61397605-001-01-8,1.0,0.7029789654789657
compound,A549_long,BRD-K61642990-001-01-0,0.6574074074074073,0.36038637288637304
compound,A549_long,BRD-K61688984-001-02-9,1.0,0.7029789654789657
compound,A549_long,BRD-K61845293-300-01-9,1.0,0.7029789654789657
compound,A549_long,BRD-K61918008-001-07-1,0.9791666666666666,0.6821456321456323
compound,A549_long,BRD-K62810658-001-11-4,1.0,0.7029789654789657
compound,A549_long,BRD-K62949423-001-03-1,0.65625,0.35922896547896566
compound,A549_long,BRD-K63430059-001-16-4,0.4845359913838174,0.18751495686278308
compound,A549_long,BRD-K64034691-001-01-9,0.7722222222222221,0.47520118770118785
compound,A549_long,BRD-K64054020-001-02-7,0.42529761904761904,0.1282765845265847
compound,A549_long,BRD-K64800655-001-09-0,0.9999999999999998,0.7180411596263974
compound,A549_long,BRD-K64890080-001-02-1,0.9999999999999998,0.7180411596263974
compound,A549_long,BRD-K66430217-001-03-8,0.6784722222222221,0.3814511877011879
compound,A549_long,BRD-K66788707-001-14-3,1.0,0.7029789654789657
compound,A549_long,BRD-K67017579-001-28-1,0.594047619047619,0.2970265845265847
compound,A549_long,BRD-K67637637-003-11-8,0.5756944444444445,0.2786734099234101
compound,A549_long,BRD-K67915505-001-01-2,1.0,0.7029789654789657
compound,A549_long,BRD-K68143200-001-11-7,1.0,0.7029789654789657
compound,A549_long,BRD-K68164687-001-01-6,1.0,0.7029789654789657
compound,A549_long,BRD-K68567222-001-01-2,1.0,0.7029789654789657
compound,A549_long,BRD-K68982262-001-01-4,0.6476817042606516,0.3506606697396173
compound,A549_long,BRD-K69122748-001-10-1,0.6036706349206349,0.3066496003996006
compound,A549_long,BRD-K69877120-001-01-7,0.9208333333333333,0.6238122988122989
compound,A549_long,BRD-K70358946-001-17-3,0.8799603174603174,0.5829392829392831
compound,A549_long,BRD-K70463136-001-01-5,1.0,0.7029789654789657
compound,A549_long,BRD-K70586315-001-02-4,0.4780753968253968,0.18105436230436248
compound,A549_long,BRD-K70778732-003-27-5,0.7854166666666667,0.4883956321456323
compound,A549_long,BRD-K70821460-300-02-4,0.7479166666666667,0.45089563214563233
compound,A549_long,BRD-K71106091-001-09-5,1.0,0.7029789654789657
compound,A549_long,BRD-K72063794-003-01-0,0.7412367724867724,0.4442157379657381
compound,A549_long,BRD-K72726508-001-02-1,1.0,0.7029789654789657
compound,A549_long,BRD-K72815923-034-02-0,0.298013385472341,0.0009923509513066475
compound,A549_long,BRD-K73276278-305-01-1,1.0,0.7029789654789657
compound,A549_long,BRD-K73319509-001-08-0,0.7384920634920635,0.44147102897102913
compound,A549_long,BRD-K73789395-001-09-9,1.0,0.7029789654789657
compound,A549_long,BRD-K74514084-003-09-2,1.0,0.7029789654789657
compound,A549_long,BRD-K74913225-001-14-0,0.6155753968253967,0.3185543623043624
compound,A549_long,BRD-K75390981-300-04-9,0.8777777777777778,0.5807567432567434
compound,A549_long,BRD-K75748943-300-01-3,1.0,0.7029789654789657
compound,A549_long,BRD-K76037122-001-02-5,0.85515873015873,0.5581376956376958
compound,A549_long,BRD-K76674262-001-03-3,1.0,0.7029789654789657
compound,A549_long,BRD-K76792669-001-08-1,0.33230380730380726,0.035282772782772934
compound,A549_long,BRD-K76908866-001-07-6,1.0,0.7029789654789657
compound,A549_long,BRD-K77060810-001-01-5,0.3344417020887609,0.037420667567726565
compound,A549_long,BRD-K77087341-001-02-4,0.49752886002886004,0.2005078255078257
compound,A549_long,BRD-K77220725-003-01-5,1.0,0.7029789654789657
compound,A549_long,BRD-K77627880-001-04-0,1.0,0.7029789654789657
compound,A549_long,BRD-K78122587-300-04-3,1.0,0.7029789654789657
compound,A549_long,BRD-K78126613-001-27-7,1.0,0.7029789654789657
compound,A549_long,BRD-K78692225-001-24-5,1.0,0.7029789654789657
compound,A549_long,BRD-K80451230-051-02-6,0.59105777263672,0.29403673811568565
compound,A549_long,BRD-K80666802-003-01-0,1.0,0.7029789654789657
compound,A549_long,BRD-K80935598-001-01-1,1.0,0.7029789654789657
compound,A549_long,BRD-K80970344-201-08-6,1.0,0.7029789654789657
compound,A549_long,BRD-K81197548-003-01-4,1.0,0.7029789654789657
compound,A549_long,BRD-K81405859-300-01-4,1.0,0.7029789654789657
compound,A549_long,BRD-K81801188-001-02-8,1.0,0.7029789654789657
compound,A549_long,BRD-K82818427-001-04-8,1.0,0.7029789654789657
compound,A549_long,BRD-K83896451-001-06-7,0.6782828282828283,0.3812617937617939
compound,A549_long,BRD-K84266862-001-03-2,0.5303571428571429,0.23333610833610854
compound,A549_long,BRD-K84783599-001-01-0,0.4218013468013468,0.12478031228031244
compound,A549_long,BRD-K86525559-001-07-8,0.9999999999999998,0.7180411596263974
compound,A549_long,BRD-K86930074-001-05-0,1.0,0.7029789654789657
compound,A549_long,BRD-K87158025-003-08-7,0.7643849206349206,0.46736388611388624
compound,A549_long,BRD-K87632963-001-03-0,1.0,0.7029789654789657
compound,A549_long,BRD-K87691185-001-01-2,0.5344589438339439,0.2374379093129095
compound,A549_long,BRD-K87782578-001-01-4,1.0,0.7029789654789657
compound,A549_long,BRD-K89517477-001-01-4,1.0,0.7029789654789657
compound,A549_long,BRD-K90497590-001-05-9,1.0,0.7029789654789657
compound,A549_long,BRD-K90747162-001-01-4,1.0,0.7029789654789657
compound,A549_long,BRD-K91188791-001-17-5,1.0,0.7029789654789657
compound,A549_long,BRD-K91283740-003-01-6,1.0,0.7029789654789657
compound,A549_long,BRD-K91370081-001-25-1,1.0,0.7029789654789657
compound,A549_long,BRD-K91456750-001-01-9,0.4506132756132756,0.15359224109224126
compound,A549_long,BRD-K91535048-001-01-2,1.0,0.7029789654789657
compound,A549_long,BRD-K91543828-001-02-0,0.6523809523809524,0.35535991785991805
compound,A549_long,BRD-K91822704-003-07-2,0.5920954045954046,0.2950743700743702
compound,A549_long,BRD-K91825936-001-03-9,0.9791666666666666,0.6821456321456323
compound,A549_long,BRD-K92049597-001-20-8,0.9791666666666666,0.6821456321456323
compound,A549_long,BRD-K93632104-001-17-2,0.53125,0.23422896547896566
compound,A549_long,BRD-K93779381-001-01-9,1.0,0.7029789654789657
compound,A549_long,BRD-K93788137-001-04-1,1.0,0.7029789654789657
compound,A549_long,BRD-K93942811-001-01-3,1.0,0.7029789654789657
compound,A549_long,BRD-K94342292-001-01-3,1.0,0.7029789654789657
compound,A549_long,BRD-K94863486-001-02-2,0.3216169694605786,0.024595934939544248
compound,A549_long,BRD-K95785537-001-22-3,1.0,0.7029789654789657
compound,A549_long,BRD-K97010173-001-04-1,1.0,0.7029789654789657
compound,A549_long,BRD-K97072811-001-11-4,1.0,0.7029789654789657
compound,A549_long,BRD-K97091514-001-11-4,0.8088383838383838,0.5118173493173495
compound,A549_long,BRD-K97181089-003-24-7,1.0,0.7029789654789657
compound,A549_long,BRD-K98357249-001-02-9,0.13373879757808327,-0.16328223694295105
compound,A549_long,BRD-K98763141-001-30-8,0.670436507936508,0.3734154734154736
compound,A549_long,BRD-K99616396-316-05-3,1.0,0.7029789654789657
compound,A549_short,BRD-A00827783-001-24-6,0.32422621095221715,-0.011211499485492056
compound,A549_short,BRD-A01078468-001-14-8,0.4598710317460317,0.12443332130832252
compound,A549_short,BRD-A07207424-001-14-0,0.41211219336219335,0.07667448292448414
compound,A549_short,BRD-A08187463-001-12-9,0.5259920634920634,0.19055435305435425
compound,A549_short,BRD-A09722536-002-18-0,0.2240190817159508,-0.11141862872175841
compound,A549_short,BRD-A10188456-001-04-9,0.697481684981685,0.36204397454397574
compound,A549_short,BRD-A10739734-003-09-8,0.2965267321245582,-0.03891097831315099
compound,A549_short,BRD-A15397381-001-02-5,0.1296193079462629,-0.2058184024914463
compound,A549_short,BRD-A18763547-300-06-3,1.0,0.6645622895622908
compound,A549_short,BRD-A18992208-003-02-7,0.5367063492063491,0.20126863876863993
compound,A549_short,BRD-A20697603-001-07-2,0.9791666666666666,0.6437289562289574
compound,A549_short,BRD-A22032524-074-09-9,0.6223459289248763,0.2869082184871671
compound,A549_short,BRD-A22713669-001-04-3,0.7520833333333332,0.41664562289562407
compound,A549_short,BRD-A23124853-001-01-4,1.0,0.6645622895622908
compound,A549_short,BRD-A24122750-001-03-7,0.1870640689719637,-0.1483736414657455
compound,A549_short,BRD-A25569250-001-03-3,1.0,0.6645622895622908
compound,A549_short,BRD-A30815329-001-12-1,0.9097222222222222,0.574284511784513
compound,A549_short,BRD-A31564021-001-02-6,0.13786483564620905,-0.19757287479150015
compound,A549_short,BRD-A36217750-001-16-3,0.17237750172532781,-0.1630602087123814
compound,A549_short,BRD-A37704979-001-12-3,1.0,0.6645622895622908
compound,A549_short,BRD-A43005764-003-01-5,1.0,0.6645622895622908
compound,A549_short,BRD-A48180038-003-24-3,0.3900005292265354,0.054562818788826205
compound,A549_short,BRD-A51831848-001-01-7,0.07997675409936232,-0.25546095633834687
compound,A549_short,BRD-A54139254-001-09-2,0.29148778100983985,-0.04394992942786937
compound,A549_short,BRD-A58048407-001-20-4,0.36690246146767885,0.031464751029969665
compound,A549_short,BRD-A63310107-001-04-8,0.1388842610987487,-0.1965534493389605
compound,A549_short,BRD-A63444178-001-01-5,0.6225694444444444,0.2871317340067352
compound,A549_short,BRD-A64173453-015-03-1,0.18724839294692236,-0.14818931749078684
compound,A549_short,BRD-A65597028-003-08-1,0.1401628114863409,-0.1952748989513683
compound,A549_short,BRD-A69636825-003-04-7,0.33887059434660055,0.003432883908891342
compound,A549_short,BRD-A69651145-003-11-4,0.10892440344115654,-0.22651330699655264
compound,A549_short,BRD-A72351335-001-04-5,0.7025641025641025,0.36712639212639336
compound,A549_short,BRD-A72483914-001-03-7,0.5053736772486772,0.16993596681096798
compound,A549_short,BRD-A72767275-003-01-6,0.4801587301587301,0.14472101972102094
compound,A549_short,BRD-A74391928-051-03-9,0.6277677133655395,0.29233000292783023
compound,A549_short,BRD-A82396632-008-30-8,0.48113553113553115,0.14569782069782194
compound,A549_short,BRD-A83029242-001-06-1,0.6451388888888889,0.30970117845117967
compound,A549_short,BRD-A84687895-001-03-2,0.5610576923076923,0.22561998186998308
compound,A549_short,BRD-A85242401-001-11-5,0.5507936507936508,0.21535594035594158
compound,A549_short,BRD-A86665761-001-01-1,0.4528998778998779,0.1174621674621687
compound,A549_short,BRD-A89164055-001-03-3,0.36049182299182303,0.0250541125541138
compound,A549_short,BRD-A91008255-003-24-8,0.8847222222222222,0.549284511784513
compound,A549_short,BRD-A91822151-001-05-0,0.38168116605616603,0.04624345561845683
compound,A549_short,BRD-A93477898-001-04-2,0.22927754435107375,-0.10616016608663545
compound,A549_short,BRD-A99888680-001-05-3,0.3016471953971954,-0.03379051504051381
compound,A549_short,BRD-K00259736-001-16-4,1.0,0.6645622895622908
compound,A549_short,BRD-K01666412-001-02-0,0.3773661387631976,0.04192842832548837
compound,A549_short,BRD-K01824976-300-02-9,1.0,0.6645622895622908
compound,A549_short,BRD-K01825589-310-02-9,0.08949738127369707,-0.24594032916401215
compound,A549_short,BRD-K01825660-322-01-9,0.1848377075121261,-0.1506000029255831
